Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Air transport, passengers carried",IS.AIR.PSGR,American Samoa,ASM,,,,,,49772.7886953707,50641.7227722772,56096.9796769151,72240.0,76944.0,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Andorra,AND,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Angola,AGO,239795.0,262666.0,277361.0,283887.0,274869.0,1010194.0,987798.0,1132424.0,1321872.0,1409952.0,1244491.0,1482546.0,1375523.0,1516628.0,1436959.0,
"Air transport, passengers carried",IS.AIR.PSGR,Antigua and Barbuda,ATG,778260.0,754912.0,800207.0,813010.0,747969.0,1554309.0,1424420.15538991,1310276.41341743,1218000.0,1216152.0,1039810.0,1042929.0,590517.0,580174.156834825,526333.995080553,
"Air transport, passengers carried",IS.AIR.PSGR,Argentina,ARG,6938436.0,6611915.0,7036784.0,6147290.0,5694547.0,9025035.31187357,8590839.84977289,9375669.73963746,11951276.8223926,12121912.818,14245183.0,15076354.0,16749271.0,18084553.0,19461377.0,
"Air transport, passengers carried",IS.AIR.PSGR,Armenia,ARM,555795.0,605817.0,560626.0,623688.0,653320.0,704753.0,392312.0,364733.0,45000.0,0.0,,,,53259.0,193668.0,
"Air transport, passengers carried",IS.AIR.PSGR,Aruba,ABW,,,,,,,,,,,,,223502.0,274280.0,,
"Air transport, passengers carried",IS.AIR.PSGR,Australia,AUS,44657324.0,46951775.0,48728837.0,51488427.0,50026967.0,60640913.0,63360310.3377656,66355274.0,68197955.0,68123237.6693167,69779346.0,72446421.0,74257326.0,75667645.0347507,76850596.719,
"Air transport, passengers carried",IS.AIR.PSGR,Austria,AUT,8037890.0,8785116.0,9140909.0,9140680.0,8520740.0,13493793.0,14088251.6640568,14518841.0529716,15037454.0,15210489.0,14718641.0,14724774.0,16171640.0,12935505.0,46476602.0,
"Air transport, passengers carried",IS.AIR.PSGR,Azerbaijan,AZE,1134300.0,1253400.0,1440700.0,756338.0,839514.0,796698.0,1348414.0,1560084.0,1651710.0,1770192.0,1803112.0,1961639.0,2331308.0,2279546.0,2585280.0,
"Air transport, passengers carried",IS.AIR.PSGR,"Bahamas, The",BHS,1020000.0,1033407.0,1089636.0,1088876.0,979042.0,967914.0,1056129.5948594,1048391.0668218,576996.0,991463.328879806,900028.0,937476.0,921470.0,1830394.86207463,1856546.0,
"Air transport, passengers carried",IS.AIR.PSGR,Bahrain,BHR,,,,,5215512.0,6028980.0,5590998.04060636,5861786.99900694,4626648.0,5171496.0,5313756.0,5220218.0,5190484.0,5877003.0,6440562.0,
"Air transport, passengers carried",IS.AIR.PSGR,Bangladesh,BGD,1634473.0,1729451.0,1242865.0,1224222.0,1409414.0,1818901.01882718,2022388.57221573,2195061.68029907,2781708.0,3051914.73321389,3997815.0,3815869.0,4660739.03831114,5677396.0,5959126.0,
"Air transport, passengers carried",IS.AIR.PSGR,Barbados,BRB,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Belarus,BLR,281877.0,307403.0,344290.0,351165.0,333252.0,652142.0,737599.0,943081.0,1159500.0,1317732.0,1489035.0,2057194.0,2493100.0,2760168.0,3208254.0,
"Air transport, passengers carried",IS.AIR.PSGR,Belgium,BEL,3340509.0,3641155.0,4078094.0,5878585.0,4858700.0,7528586.30424955,8638553.1,9508165.31494536,9521421.0,10535219.0,11473055.0,12545322.0,13676844.0,13639487.0,14279187.0,
"Air transport, passengers carried",IS.AIR.PSGR,Belize,BLZ,,,,,,143928.0,179471.413542693,448015.914026667,513175.6,877765.0,935604.0,990499.0,1285642.0,1297533.22307894,1278187.556,
"Air transport, passengers carried",IS.AIR.PSGR,Benin,BEN,,,,,,53012.8181818182,58314.1,58314.1,137640.0,60264.0,112392.0,899.0,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Bermuda,BMU,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Bhutan,BTN,49092.0,51056.0,53609.0,52805.0,49056.0,181537.371716438,226153.126621635,193405.0,207996.0,302160.0,162864.0,224101.0,254643.0,275849.0,276092.0,
"Air transport, passengers carried",IS.AIR.PSGR,Bolivia,BOL,1892343.0,1443165.0,1744663.0,1718196.0,1537032.0,1781340.0,2125912.52659794,2206069.76066974,2027888.0,3563043.5828127,4115271.0,3678739.0,4053427.35,4122113.0,4066959.0,
"Air transport, passengers carried",IS.AIR.PSGR,Bosnia and Herzegovina,BIH,,,,56313.0,79977.0,56485.161815801,40182.4397667535,24874.0896320184,15000.0,36636.0,7071.0,,,,5375.0,
"Air transport, passengers carried",IS.AIR.PSGR,Botswana,BWA,229987.0,213587.0,227624.0,236182.0,233515.0,290195.0,415864.084403732,415130.020977764,270996.0,205992.0,226549.0,254396.0,223673.0,253417.0,299351.994,
"Air transport, passengers carried",IS.AIR.PSGR,Brazil,BRA,37661733.0,40945038.0,45286990.0,58763225.0,67945578.0,74627064.0,87860363.0,94752568.0,95591641.0,100403628.0,102039359.0,94142377.0,96395709.0,102109977.0,102917546.0,
"Air transport, passengers carried",IS.AIR.PSGR,British Virgin Islands,VGB,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Brunei Darussalam,BRN,977516.0,1041478.0,1017028.0,1075754.0,999375.0,1263270.0,1312935.0,1044170.0,1139784.0,1061148.0,1150003.0,1168609.0,1172201.0,1234455.0,1421313.0,
"Air transport, passengers carried",IS.AIR.PSGR,Bulgaria,BGR,653703.0,808451.0,855229.0,1073496.0,798165.0,801840.0,932868.0,973062.0,1013220.0,1060147.0,1063498.0,1092333.0,1133069.0,1022645.0,832828.0,
"Air transport, passengers carried",IS.AIR.PSGR,Burkina Faso,BFA,66273.0,73131.0,77810.0,80543.0,79345.0,160000.0,133709.779171075,125693.696444909,138996.0,117420.0,122590.0,144950.0,145049.0,189545.336876033,203296.242094835,
"Air transport, passengers carried",IS.AIR.PSGR,Burundi,BDI,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Cabo Verde,CPV,690000.0,753511.0,793153.0,807957.0,776469.0,570553.0,620394.751123946,597982.600368215,600000.0,590304.0,548908.0,565810.0,336718.0,561944.0,675482.0,
"Air transport, passengers carried",IS.AIR.PSGR,Cambodia,KHM,168810.0,256160.0,307782.0,211281.0,183503.0,277725.054297226,499981.517962547,508688.509386018,615123.328003715,1071179.0,1103880.0,1047394.0,1305297.0,1411059.0,1429503.73046387,
"Air transport, passengers carried",IS.AIR.PSGR,Cameroon,CMR,384059.0,424794.0,453051.0,470598.0,466050.0,0.0,171007.2,248027.2,287208.0,275760.0,267208.0,343592.0,236000.0,265136.0,198881.213,
"Air transport, passengers carried",IS.AIR.PSGR,Canada,CAN,45229860.0,46726978.0,52103547.0,53718757.0,52583516.0,63277409.3753385,66078011.9547392,70467400.7928687,71526725.918431,75528607.0,80228302.0,85406425.0,91404001.0,91504000.0,93352000.0,
"Air transport, passengers carried",IS.AIR.PSGR,Cayman Islands,CYM,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Central African Republic,CAF,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Chad,TCD,,,,,,48519.199657971,74653.8,52041.6,28080.0,28332.0,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Channel Islands,CHI,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Chile,CHL,5939020.0,6016649.0,7190963.0,8021939.0,8097314.0,9269026.0,10949863.0,12892856.0,13806283.0,14347893.0,15006762.0,16362437.0,17664974.0,19517185.0,21197759.0,
"Air transport, passengers carried",IS.AIR.PSGR,China,CHN,136721623.0,158013351.0,183613132.0,191001220.0,229062099.0,266293020.0,292160158.0,318475924.0,352795296.0,390878784.0,436183969.0,487960477.0,551234509.0,611439830.0,659629070.0,
"Air transport, passengers carried",IS.AIR.PSGR,Colombia,COL,9984424.0,10616356.0,11630594.0,12338706.0,12115330.0,16932435.0,18768534.7701547,22012458.8443775,26929238.0,28675159.0,30909723.0,32262658.0,32504898.0,33704037.0,37031843.0,
"Air transport, passengers carried",IS.AIR.PSGR,Comoros,COM,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,"Congo, Dem. Rep.",COD,,,,,,210913.0,252408.179559838,471536.204614927,456000.0,456228.0,476353.0,416033.0,959738.0,587653.030752826,550457.892628576,
"Air transport, passengers carried",IS.AIR.PSGR,"Congo, Rep.",COG,,,,,,341640.429165812,438178.470407323,703966.421078759,652452.0,553944.0,657927.0,577780.0,333899.0,508978.939934003,541787.136860717,
"Air transport, passengers carried",IS.AIR.PSGR,Costa Rica,CRI,953217.0,943143.0,1017054.0,1023665.0,932581.0,1697893.8890269,1829514.94708223,1770111.37834698,1498996.0,1427414.0,1525922.0,1572605.0,1822880.0,1950049.0,2033146.0,
"Air transport, passengers carried",IS.AIR.PSGR,Cote d'Ivoire,CIV,,,,,,516085.0,89791.8677663574,39485.4722019258,234996.0,237120.0,642893.0,667062.0,808471.0,825257.0,748540.0,
"Air transport, passengers carried",IS.AIR.PSGR,Croatia,HRV,2099000.0,2148000.0,1545318.0,1752603.0,1679197.0,1577226.0,1812519.0,1872799.0,1716702.0,1756070.0,1782666.0,1875433.0,2057804.0,2093577.0,2108591.0,
"Air transport, passengers carried",IS.AIR.PSGR,Cuba,CUB,812781.0,811559.0,857213.0,861352.0,780484.0,1578011.78867135,1478595.95916068,1313502.68398397,1395072.0,1135200.0,1294458.0,1333078.0,942785.0,563540.0,457712.999,
"Air transport, passengers carried",IS.AIR.PSGR,Curacao,CUW,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Cyprus,CYP,1920516.0,1944138.0,2071648.0,2111205.0,1943949.0,1583627.0,1263117.0,1285976.0,1211208.0,688368.0,23405.0,224653.0,711554.0,401408.0,395436.0,
"Air transport, passengers carried",IS.AIR.PSGR,Czech Republic,CZE,4706226.0,4921600.0,4869586.0,4974879.0,5048360.0,5145187.0,4902816.0,3594882.0,5186676.0,5009995.0,3378028.0,4048658.0,5450671.0,8851291.0,5446163.2,
"Air transport, passengers carried",IS.AIR.PSGR,Denmark,DNK,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Djibouti,DJI,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Dominica,DMA,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Dominican Republic,DOM,,,,,,19167.0,28232.1,28442.05,20004.0,16128.0,14463.0,11903.0,,,227504.0,
"Air transport, passengers carried",IS.AIR.PSGR,Ecuador,ECU,2011004.0,2110423.0,2630759.0,2926821.0,2896528.0,4818305.0,4714115.0,4758406.30677172,5157521.0,5675088.0,5677816.0,5099726.0,5121235.0,5365261.0,4827978.0,
"Air transport, passengers carried",IS.AIR.PSGR,"Egypt, Arab Rep.",EGY,4888146.0,4988262.0,5829044.0,6688999.0,6215870.0,9518106.01323615,7708160.10711224,9081175.14629562,10593780.1774399,10278013.1135622,11109554.0,11844962.0,11748510.0,12386010.0,12959679.654,
"Air transport, passengers carried",IS.AIR.PSGR,El Salvador,SLV,2540564.0,2579145.0,2536820.0,2279763.0,1996982.0,1816391.10383349,2151274.0,2523296.0,2509003.0,2816524.0,2597649.0,2603129.0,2670560.0,2545105.0,2609917.0,
"Air transport, passengers carried",IS.AIR.PSGR,Equatorial Guinea,GNQ,,,,,,25969.3823646158,130197.6,316620.85,401712.0,303024.0,400758.0,458222.0,496322.0,404301.328013225,420832.256307905,
"Air transport, passengers carried",IS.AIR.PSGR,Eritrea,ERI,,,,,,,,,,,53074.0,66927.0,102729.0,89136.8159108722,101357.3758656,
"Air transport, passengers carried",IS.AIR.PSGR,Estonia,EST,577808.0,598123.0,651323.0,685582.0,395532.0,582320.202753145,614933.0,914519.0,627588.0,602880.0,512389.0,372274.0,13103.0,62802.0,857.0,
"Air transport, passengers carried",IS.AIR.PSGR,Eswatini,SWZ,,,,,,,,,,,,,,51633.0,52744.0,
"Air transport, passengers carried",IS.AIR.PSGR,Ethiopia,ETH,1667316.0,1720306.0,2290179.0,2715017.0,2914056.0,3347022.0,4440917.69083987,5001121.86524561,5671501.0,6274582.0,7074779.0,8242114.0,9566378.0,11501244.0,12631216.0,
"Air transport, passengers carried",IS.AIR.PSGR,Faroe Islands,FRO,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Fiji,FJI,870571.0,932394.0,960546.0,946138.0,1146591.0,1259009.0,1276205.48,1225268.56188571,1161936.0,1243824.0,1336976.0,1402765.0,1557876.0,1670216.0,1700293.0,
"Air transport, passengers carried",IS.AIR.PSGR,Finland,FIN,7075195.0,7597125.0,8288683.0,7916485.0,7423265.0,8685772.86832543,9508050.0,10731828.4925915,10467321.0,10992792.0,13035848.0,13754228.0,12209646.0,13364839.0,14610547.0,
"Air transport, passengers carried",IS.AIR.PSGR,France,FRA,52477178.0,59537872.0,61551258.0,61214656.0,58318312.0,60864422.1135135,64185339.3411299,64683769.0243213,63925151.0,63434263.0,65039503.0,65362743.0,68316473.0,70188028.0,71289277.0,
"Air transport, passengers carried",IS.AIR.PSGR,French Polynesia,PYF,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Gabon,GAB,465343.0,508368.0,535324.0,545640.0,524867.0,243635.528989967,121233.395658112,42729.3194712764,0.0,,137331.0,77320.0,,,,
"Air transport, passengers carried",IS.AIR.PSGR,"Gambia, The",GMB,,,,,,0.0,0.0,11284.0,146784.0,151776.0,3036.0,44330.0,53735.0,104891.39475506,109542.145080475,
"Air transport, passengers carried",IS.AIR.PSGR,Georgia,GEO,249131.0,271553.0,304139.0,310222.0,294400.0,164446.0,222630.0,178363.0,189316.0,196589.0,232263.0,220448.0,341751.0,516034.0,615327.805309844,
"Air transport, passengers carried",IS.AIR.PSGR,Germany,DEU,90788848.0,99647314.0,106101747.0,107941584.0,103396735.0,97330734.2807591,107042775.791182,105978474.526384,109062321.51578,112353098.59355,117222850.0,116713587.0,114160685.0,109796202.17431,109633750.727,
"Air transport, passengers carried",IS.AIR.PSGR,Ghana,GHA,,,,,,169030.949606142,491583.034446243,691271.96142731,396372.0,407544.0,390457.0,359516.0,681691.0,467624.0,597343.0,
"Air transport, passengers carried",IS.AIR.PSGR,Gibraltar,GIB,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Greece,GRC,9452219.0,9481314.0,10206223.0,9442743.0,8795133.0,10352657.531181,9569211.41941763,8785275.45592775,8761116.0,11152236.0,11237054.0,12689082.0,13852857.0,15125933.5152598,16124738.33,
"Air transport, passengers carried",IS.AIR.PSGR,Greenland,GRL,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Grenada,GRD,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Guam,GUM,,,,1255510.0,1172372.0,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Guatemala,GTM,,,,,,313892.0,326146.206150004,288013.900825685,78264.0,69768.0,93129.0,111830.0,155524.0,145795.0,107350.0,
"Air transport, passengers carried",IS.AIR.PSGR,Guinea,GIN,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Guinea-Bissau,GNB,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Guyana,GUY,,,,,,273160.0,340267.623207221,247780.347691014,0.0,0.0,,,,26069.0,28697.0,
"Air transport, passengers carried",IS.AIR.PSGR,Haiti,HTI,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Honduras,HND,,,,,,501520.0,423655.325587164,422016.887644915,372972.0,239124.0,276689.0,275587.0,248964.0,411989.0,245079.131,
"Air transport, passengers carried",IS.AIR.PSGR,"Hong Kong SAR, China",HKG,20229512.0,21796158.0,24133664.0,25401266.0,23973030.0,28347688.0,30293677.0,32247332.0776827,34644497.0,37933773.0,41867157.0,43683583.0,45580297.0,47101822.0,46469864.0,
"Air transport, passengers carried",IS.AIR.PSGR,Hungary,HUN,2735214.0,2591666.0,3133574.0,3111575.0,2952885.0,12477063.1762511,13729553.5346856,12289555.0764284,13926540.0,16482060.0,20043787.0,21399963.0,26066294.0,31226848.0,39803373.0,
"Air transport, passengers carried",IS.AIR.PSGR,Iceland,ISL,1528929.0,1536157.0,1720496.0,1423422.0,1364651.0,1851416.84175507,2150527.0,2400160.0,2602714.0,3035882.7791066,4134980.0,5710834.0,7242611.0,7819740.55998243,4656017.0,
"Air transport, passengers carried",IS.AIR.PSGR,India,IND,27879461.0,40288794.0,51897450.0,49877935.0,54446373.0,64374253.8038964,73996912.0,72151828.8895485,75589071.0,82718882.88,98927860.0,119577835.0,139752424.0,164035637.545,167499116.0,
"Air transport, passengers carried",IS.AIR.PSGR,Indonesia,IDN,26835524.0,29867483.0,30405918.0,29766093.0,27421235.0,59384361.605798,70912258.1090481,79405799.80957,81721356.0,85215879.5097387,90095131.0,99274010.0,108393123.0,115154100.909,91323153.0,
"Air transport, passengers carried",IS.AIR.PSGR,"Iran, Islamic Rep.",IRN,12708354.0,13623038.0,13915755.0,12029236.0,13052716.0,18760850.3814854,19113946.1622474,17687478.5197214,16580818.0052102,16825260.8301325,13873256.0,17084581.0,26858178.78,23029380.0,21641449.393,
"Air transport, passengers carried",IS.AIR.PSGR,Iraq,IRQ,,,,,,641129.0,761778.174355453,784944.25303469,476484.0,476484.0,2142554.0,2019816.0,1591490.01,4812610.0,2717146.0,
"Air transport, passengers carried",IS.AIR.PSGR,Ireland,IRL,42872544.0,50737809.0,60099058.0,69447262.0,77747207.0,84784226.0,89956333.5096866,92637189.1903926,93408036.0,98449140.0,115928738.0,134065078.0,153944513.0,167598633.0,170161848.0,
"Air transport, passengers carried",IS.AIR.PSGR,Isle of Man,IMN,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Israel,ISR,4392448.0,4357151.0,4662615.0,4563041.0,4605452.0,5084798.0,5151469.0,5381980.0,5565864.0,5886728.0,6331198.0,6866472.0,6993888.0,7404373.0,6659838.31,
"Air transport, passengers carried",IS.AIR.PSGR,Italy,ITA,36115764.0,36709131.0,37830745.0,30672048.0,33194501.0,32645164.0,33923370.5051058,31072962.155732,27846220.0,27193939.0,28603919.0,29120041.0,26288001.0,27243741.0,27760301.0,
"Air transport, passengers carried",IS.AIR.PSGR,Jamaica,JAM,1573785.0,1526571.0,1618165.0,1644056.0,1380000.0,0.0,0.0,0.0,46272.0,76244.0,92836.0,136744.0,151326.0,180951.272,,
"Air transport, passengers carried",IS.AIR.PSGR,Japan,JPN,102279015.0,102845319.0,99842338.0,97022471.0,86896527.0,109617020.965748,89788818.0,98907859.0,107573000.0,110547000.0,114128000.0,117708000.0,123898000.0,126387527.0,130233352.0,
"Air transport, passengers carried",IS.AIR.PSGR,Jordan,JOR,1737165.0,2046457.0,2246212.0,2355285.0,2323750.0,3077036.69608937,3267109.73620486,3438356.0,3294911.0,3211795.0,3065145.0,3181283.0,3381677.0,3383805.0,3478444.0,
"Air transport, passengers carried",IS.AIR.PSGR,Kazakhstan,KAZ,1160286.0,1283250.0,1295050.0,1275624.0,1192714.0,3098327.0,3786453.06391046,4064819.02272334,4785588.0,4918608.0,5081632.0,5007869.0,6903190.0,5920110.0,6800111.0,
"Air transport, passengers carried",IS.AIR.PSGR,Kenya,KEN,2424382.0,2685148.0,2857464.0,2880546.0,2948920.0,4039583.0,4508698.01161552,4653459.73514364,4516500.0,4448530.52817802,4569473.0,4848016.0,5109576.0,5905365.1234425,6417534.056,
"Air transport, passengers carried",IS.AIR.PSGR,Kiribati,KIR,,,,,,,,,,,,,66567.0,66567.0,65846.852,
"Air transport, passengers carried",IS.AIR.PSGR,"Korea, Dem. People's Rep.",PRK,101313.0,105366.0,110634.0,108974.0,101237.0,73052.0,78558.8615502066,100113.348581399,371004.0,90335.875,87082.0,94919.0,103560.0,94245.0,109095.0,
"Air transport, passengers carried",IS.AIR.PSGR,"Korea, Rep.",KOR,33888328.0,34842655.0,36655313.0,36077655.0,34168590.0,36987982.0,39911749.5898122,39969577.0157166,54530105.0,58289180.0,66093149.0,76859538.0,82818983.0,88157579.0,92434079.0,
"Air transport, passengers carried",IS.AIR.PSGR,Kosovo,XKX,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Kuwait,KWT,2433213.0,2627870.0,2659769.0,2523966.0,2597076.0,4563082.0,3722729.502639,3481039.0,3244805.0,3530851.0,3752995.0,4069935.0,5731748.0,6464847.0,7385299.0,
"Air transport, passengers carried",IS.AIR.PSGR,Kyrgyz Republic,KGZ,225923.0,219464.0,274981.0,204525.0,309488.0,375602.0,526018.012476417,494640.426821988,771165.0,712284.0,967629.0,1015750.0,1122951.0,1175000.704,874326.0,
"Air transport, passengers carried",IS.AIR.PSGR,Lao PDR,LAO,293442.0,326730.0,328326.0,323401.0,302596.0,443778.0,532707.0,877949.881372257,1476528.0,1310124.0,1181188.0,1220201.0,1196041.0,1009414.0,979307.0,
"Air transport, passengers carried",IS.AIR.PSGR,Latvia,LVA,1032128.0,1409620.0,1344912.0,1371810.0,1301848.0,3158051.0,3299391.0,2888683.0,2754720.0,2636612.75889877,2527368.0,2843133.0,3441024.0,4058762.0,4976410.0,
"Air transport, passengers carried",IS.AIR.PSGR,Lebanon,LBN,1076258.0,968820.0,1074219.0,1067774.0,1308382.0,1893359.0,2029610.0,2148669.0,2241480.0,2419476.0,2591297.0,2647258.0,2879528.0,2981937.0,3164358.0,
"Air transport, passengers carried",IS.AIR.PSGR,Lesotho,LSO,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Liberia,LBR,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Libya,LBY,0.0,1151785.0,1204107.0,1213854.0,1147234.0,2928705.67985018,2284066.501168,1398125.13429558,2744844.0,2391856.0,1430460.0,1283181.0,1186424.0,1442576.0,1367458.0,
"Air transport, passengers carried",IS.AIR.PSGR,Liechtenstein,LIE,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Lithuania,LTU,505409.0,429657.0,423585.0,609847.0,616514.0,81450.0,69445.0,592996.0,1009728.0,1274911.0,1363946.0,1046012.0,1069268.0,26031.0,40610.0,
"Air transport, passengers carried",IS.AIR.PSGR,Luxembourg,LUX,851136.0,927738.0,1039067.0,1059848.0,681482.0,786920.0,785200.0,781146.0,1555788.0,1710624.0,1830972.0,1845726.0,1901012.0,2099102.0,2114417.0,
"Air transport, passengers carried",IS.AIR.PSGR,"Macao SAR, China",MAC,2040654.0,2285750.0,2393294.0,1866141.0,1427324.0,1329721.0,1327732.0,1561850.0,1767100.0,2078758.0,2276436.0,2788571.0,2776815.0,3157724.0,3659911.0,
"Air transport, passengers carried",IS.AIR.PSGR,Madagascar,MDG,574904.0,572991.0,616433.0,558981.0,499526.0,524296.0,544100.727272727,588169.0,539208.0,520421.0,458572.0,441861.0,486425.0,541290.0,544458.0,
"Air transport, passengers carried",IS.AIR.PSGR,Malawi,MWI,132275.0,145747.0,154837.0,159917.0,157007.0,91520.1893953931,82709.5449902358,53518.9979970389,5856.0,5856.0,6011.0,6744.0,10545.0,10545.0,7117.0,
"Air transport, passengers carried",IS.AIR.PSGR,Malaysia,MYS,20369086.0,17833364.0,21325754.0,22420870.0,23766316.0,34239014.1725209,38218608.8523534,39165195.2176778,47995842.0041797,49673884.0,50345820.0,53817353.0,58711937.0,60481772.0,63623130.0,
"Air transport, passengers carried",IS.AIR.PSGR,Maldives,MDV,81945.0,93417.0,92483.0,91096.0,85448.0,,,,,1024693.84477856,1313533.0,1409704.0,1485752.0,1191383.08265957,1221786.67512409,
"Air transport, passengers carried",IS.AIR.PSGR,Mali,MLI,,,,,,303692.0,363857.375904305,181742.614202486,33444.0,0.0,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Malta,MLT,1371865.0,1495333.0,1674773.0,1708268.0,1992900.0,1699829.0,1673765.0,1535101.0,1603404.0,1588165.0,1583046.0,1500824.0,1575125.0,2576898.0,2251944.835,
"Air transport, passengers carried",IS.AIR.PSGR,Marshall Islands,MHL,25789.0,30232.0,29980.0,29530.0,27692.0,,,,,,,,22435.0,24313.0,21500.0,
"Air transport, passengers carried",IS.AIR.PSGR,Mauritania,MRT,138595.0,149188.0,154662.0,153895.0,142355.0,524817.894731527,381075.923563429,325239.52355014,261696.0,271212.0,248158.0,280215.0,418817.0,379211.0,386621.0,
"Air transport, passengers carried",IS.AIR.PSGR,Mauritius,MUS,1145737.0,1056496.0,1277957.0,1256746.0,1092580.0,1265458.0,1321491.0,1313976.0,1318052.0,1354388.0,1466527.0,1593666.0,1674395.0,1745291.0,1726868.0,
"Air transport, passengers carried",IS.AIR.PSGR,Mexico,MEX,21857658.0,21243010.0,20952513.0,18825976.0,15728171.0,31269061.0,29538937.0,32909408.724554,35986501.817,39570522.0,46966763.0,53313307.0,58537832.0,64569640.0,69937838.0,
"Air transport, passengers carried",IS.AIR.PSGR,"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,
"Air transport, passengers carried",IS.AIR.PSGR,Moldova,MDA,231985.0,273810.0,314361.0,401199.0,402423.0,479457.0,540679.0,543872.0,557653.0,692496.0,1005936.0,936254.0,1092606.0,1423791.0,1408166.0,
"Air transport, passengers carried",IS.AIR.PSGR,Monaco,MCO,87523.0,95721.0,101753.0,84660.0,63876.0,59658.0,63186.0,65404.3636363636,64524.0,64188.0,60382.0,12137.0,316.0,316.0,316.0,
"Air transport, passengers carried",IS.AIR.PSGR,Mongolia,MNG,295252.0,347998.0,380708.0,364470.0,257233.0,391188.0,496649.107733126,626469.96653678,585864.0,683254.0,529311.0,537853.0,602775.0,670360.0,744413.0,
"Air transport, passengers carried",IS.AIR.PSGR,Montenegro,MNE,383140.0,,,,,659355.414807816,523356.0,544519.0,528852.0,503040.0,526980.0,544597.0,507637.0,565522.0,597380.0,
"Air transport, passengers carried",IS.AIR.PSGR,Morocco,MAR,3492984.0,4109489.0,4623543.0,4927341.0,4930683.0,7144446.0,7502696.74521668,6563646.6759083,6507408.0,6976810.0,7043971.0,7738637.0,8667392.0,8132917.0,9380951.0,
"Air transport, passengers carried",IS.AIR.PSGR,Mozambique,MOZ,346830.0,350314.0,443010.0,461125.0,490019.0,558192.0,577019.814468816,559608.795668202,701472.0,739636.744147151,676028.0,632965.0,569211.0,540124.0,587364.0,
"Air transport, passengers carried",IS.AIR.PSGR,Myanmar,MMR,1503624.0,1620895.0,1662866.0,1637923.0,1527346.0,924207.0,1539676.0,1663425.4345762,1572120.0,1926969.0,2095503.0,2741388.0,3149037.0,3407788.43290303,3701663.849,
"Air transport, passengers carried",IS.AIR.PSGR,Namibia,NAM,399280.0,400947.0,430741.0,452167.0,454855.0,485849.0,540867.9,632330.085,510000.0,522216.0,553322.0,558713.0,623076.0,602893.0,212578.0,
"Air transport, passengers carried",IS.AIR.PSGR,Nauru,NRU,,,,,210424.0,30195.521045074,34884.3268867112,19334.8478455911,16488.0,34572.0,38859.0,47252.0,45457.0,40290.0,50668.0,
"Air transport, passengers carried",IS.AIR.PSGR,Nepal,NPL,480266.0,509792.0,528226.0,520303.0,484394.0,917939.0,901116.117937972,776864.1215957,643140.0,517548.0,510342.0,634292.0,2443630.512,4525805.0,1659671.0,
